obs_id,param,value
0,x0,40.0
0,y0,65.0
0,vx,0.0
0,vy,0.8

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,8.1,13.100000000000001
0,3,0.7000000000000001,8.1,13.580000000000002
0,6,1.3,8.1,14.06
0,9,1.9000000000000001,8.1,14.540000000000001
0,12,2.5,8.1,15.02
0,15,3.1,8.1,15.5
0,18,3.7,8.1,15.980000000000002
0,21,4.3,8.1,16.46
0,24,4.9,8.1,16.94
0,27,5.5,8.1,17.419999999999998
0,30,6.1000000000000005,8.1,17.900000000000002
0,33,6.7,8.1,18.380000000000003
0,36,7.300000000000001,8.1,18.86
0,39,7.9,8.1,19.340000000000003
