obs_id,param,value
0,x0,40.0
0,y0,72.2
0,vx,0.0
0,vy,0.8

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,8.1,14.540000000000001
0,3,0.7000000000000001,8.1,15.020000000000003
0,6,1.3,8.1,15.5
0,9,1.9000000000000001,8.1,15.980000000000002
0,12,2.5,8.1,16.460000000000004
0,15,3.1,8.1,16.94
0,18,3.7,8.1,17.42
0,21,4.3,8.1,17.900000000000002
0,24,4.9,8.1,18.380000000000003
0,27,5.5,8.1,18.860000000000003
0,30,6.1000000000000005,8.1,19.340000000000003
0,33,6.7,8.1,19.820000000000004
0,36,7.300000000000001,8.1,20.3
0,39,7.9,8.1,20.78
