obs_id,param,value
0,x0,23.5
0,y0,20.0
0,vx,0.7
0,vy,0.0

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,4.800000000000001,4.1000000000000005
0,3,0.7000000000000001,5.220000000000001,4.1000000000000005
0,6,1.3,5.640000000000001,4.1000000000000005
0,9,1.9000000000000001,6.0600000000000005,4.1000000000000005
0,12,2.5,6.48,4.1000000000000005
0,15,3.1,6.9,4.1000000000000005
0,18,3.7,7.32,4.1000000000000005
0,21,4.3,7.740000000000001,4.1000000000000005
0,24,4.9,8.16,4.1000000000000005
0,27,5.5,8.58,4.1000000000000005
0,30,6.1000000000000005,9.0,4.1000000000000005
0,33,6.7,9.42,4.1000000000000005
0,36,7.300000000000001,9.840000000000002,4.1000000000000005
0,39,7.9,10.26,4.1000000000000005
