z_idx,time_s,x_m,y_m,yaw_bin
0,0.1,1.9000000000000001,5.1000000000000005,0
1,0.30000000000000004,2.1,5.1000000000000005,0
2,0.5,2.3000000000000003,5.1000000000000005,0
3,0.7000000000000001,2.5,5.1000000000000005,0
4,0.9,2.7,5.1000000000000005,0
5,1.1,2.9000000000000004,5.1000000000000005,0
6,1.3,3.1,5.1000000000000005,0
7,1.5,3.3000000000000003,5.1000000000000005,0
8,1.7000000000000002,3.5,5.1000000000000005,0
9,1.9000000000000001,3.7,5.1000000000000005,0
10,2.1,3.9000000000000004,5.1000000000000005,0
11,2.3000000000000003,4.1000000000000005,5.1000000000000005,0
12,2.5,4.3,5.1000000000000005,0
13,2.7,4.5,5.1000000000000005,0
14,2.9000000000000004,4.7,5.1000000000000005,0
15,3.1,4.9,5.1000000000000005,0
16,3.3000000000000003,5.1000000000000005,5.1000000000000005,0
17,3.5,5.300000000000001,5.1000000000000005,0
18,3.7,5.5,5.1000000000000005,0
19,3.9000000000000004,5.7,5.1000000000000005,0
20,4.1000000000000005,5.9,5.1000000000000005,0
21,4.3,6.1000000000000005,5.1000000000000005,0
22,4.5,6.300000000000001,5.1000000000000005,0
23,4.7,6.300000000000001,5.1000000000000005,23
24,4.9,6.300000000000001,4.9,23
25,5.1000000000000005,6.300000000000001,4.7,23
26,5.300000000000001,6.5,4.7,23
27,5.5,6.7,4.7,23
28,5.7,6.9,4.7,23
29,5.9,7.1000000000000005,4.7,23
30,6.1000000000000005,7.300000000000001,4.7,23
31,6.300000000000001,7.5,4.7,23
32,6.5,7.7,4.7,23
33,6.7,7.9,4.7,23
34,6.9,8.1,4.7,23
35,7.1000000000000005,8.3,4.7,23
36,7.300000000000001,8.5,4.7,23
37,7.5,8.700000000000001,4.7,23
38,7.7,8.9,4.7,23
39,7.9,9.1,4.7,23
