obs_id,param,value
0,x0,29.0
0,y0,25.0
0,vx,-0.9
0,vy,0.0

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,5.9,5.1000000000000005
0,3,0.7000000000000001,5.36,5.1000000000000005
0,6,1.3,4.82,5.1000000000000005
0,9,1.9000000000000001,4.28,5.1000000000000005
0,12,2.5,3.74,5.1000000000000005
0,15,3.1,3.2,5.1000000000000005
0,18,3.7,2.66,5.1000000000000005
0,21,4.3,2.1199999999999997,5.1000000000000005
0,24,4.9,1.5799999999999998,5.1000000000000005
0,27,5.5,1.0399999999999998,5.1000000000000005
0,30,6.1000000000000005,0.5,5.1000000000000005
0,33,6.7,-0.03999999999999986,5.1000000000000005
0,36,7.300000000000001,-0.5799999999999997,5.1000000000000005
0,39,7.9,-1.1200000000000003,5.1000000000000005
