z_idx,time_s,x_m,y_m,yaw_bin
0,0.1,1.9000000000000001,5.1000000000000005,0
1,0.30000000000000004,2.1,5.1000000000000005,0
2,0.5,2.3000000000000003,5.1000000000000005,0
3,0.7000000000000001,2.5,5.1000000000000005,0
4,0.9,2.7,5.1000000000000005,0
5,1.1,2.9000000000000004,5.1000000000000005,0
6,1.3,3.1,5.1000000000000005,0
7,1.5,3.3000000000000003,5.1000000000000005,0
8,1.7000000000000002,3.5,5.1000000000000005,0
9,1.9000000000000001,3.7,5.1000000000000005,0
10,2.1,3.9000000000000004,5.1000000000000005,0
11,2.3000000000000003,4.1000000000000005,5.1000000000000005,0
12,2.5,4.3,5.1000000000000005,0
13,2.7,4.5,5.1000000000000005,0
14,2.9000000000000004,4.7,5.1000000000000005,0
15,3.1,4.9,5.1000000000000005,0
16,3.3000000000000003,5.1000000000000005,5.1000000000000005,0
17,3.5,5.300000000000001,5.1000000000000005,0
18,3.7,5.5,5.1000000000000005,0
19,3.9000000000000004,5.7,5.1000000000000005,0
20,4.1000000000000005,5.9,5.1000000000000005,0
21,4.3,6.1000000000000005,5.1000000000000005,0
22,4.5,6.300000000000001,5.1000000000000005,0
23,4.7,6.300000000000001,5.1000000000000005,0
24,4.9,6.5,5.1000000000000005,0
