obs_id,param,value
0,x0,65.0
0,y0,25.0
0,vx,-0.9
0,vy,0.0

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,13.100000000000001,5.1000000000000005
0,3,0.7000000000000001,12.56,5.1000000000000005
0,6,1.3,12.020000000000001,5.1000000000000005
0,9,1.9000000000000001,11.48,5.1000000000000005
0,12,2.5,10.940000000000001,5.1000000000000005
0,15,3.1,10.4,5.1000000000000005
0,18,3.7,9.86,5.1000000000000005
0,21,4.3,9.319999999999999,5.1000000000000005
0,24,4.9,8.78,5.1000000000000005
0,27,5.5,8.24,5.1000000000000005
0,30,6.1000000000000005,7.7,5.1000000000000005
0,33,6.7,7.16,5.1000000000000005
0,36,7.300000000000001,6.620000000000001,5.1000000000000005
0,39,7.9,6.08,5.1000000000000005
