z_idx,time_s,x_m,y_m,yaw_bin
0,0.1,3.5,5.1000000000000005,0
1,0.30000000000000004,3.7,5.1000000000000005,0
2,0.5,3.9000000000000004,5.1000000000000005,0
3,0.7000000000000001,4.1000000000000005,5.1000000000000005,0
4,0.9,4.3,5.1000000000000005,0
5,1.1,4.3,5.1000000000000005,1
6,1.3,4.3,5.1000000000000005,2
7,1.5,4.3,5.1000000000000005,3
8,1.7000000000000002,4.3,5.1000000000000005,4
9,1.9000000000000001,4.3,5.300000000000001,4
10,2.1,4.3,5.5,4
11,2.3000000000000003,4.3,5.7,4
12,2.5,4.3,5.9,4
13,2.7,4.3,6.1000000000000005,4
14,2.9000000000000004,4.3,6.300000000000001,4
15,3.1,4.3,6.5,4
16,3.3000000000000003,4.3,6.7,4
17,3.5,4.3,6.9,4
18,3.7,4.3,7.1000000000000005,4
19,3.9000000000000004,4.3,7.300000000000001,4
20,4.1000000000000005,4.3,7.300000000000001,3
21,4.3,4.3,7.300000000000001,2
22,4.5,4.3,7.300000000000001,1
23,4.7,4.3,7.300000000000001,0
24,4.9,4.5,7.300000000000001,0
25,5.1000000000000005,4.7,7.300000000000001,0
26,5.300000000000001,4.9,7.300000000000001,0
27,5.5,5.1000000000000005,7.300000000000001,0
28,5.7,5.300000000000001,7.300000000000001,0
29,5.9,5.5,7.300000000000001,0
30,6.1000000000000005,5.7,7.300000000000001,0
31,6.300000000000001,5.9,7.300000000000001,0
32,6.5,6.1000000000000005,7.300000000000001,0
33,6.7,6.300000000000001,7.300000000000001,0
34,6.9,6.5,7.300000000000001,0
35,7.1000000000000005,6.7,7.300000000000001,0
36,7.300000000000001,6.9,7.300000000000001,0
37,7.5,7.1000000000000005,7.300000000000001,0
38,7.7,7.300000000000001,7.300000000000001,0
39,7.9,7.5,7.300000000000001,0
