z_idx,time_s,x_m,y_m,yaw_bin
0,0.1,4.3,5.1000000000000005,0
1,0.30000000000000004,4.5,5.1000000000000005,0
2,0.5,4.7,5.1000000000000005,0
3,0.7000000000000001,4.9,5.1000000000000005,0
4,0.9,4.9,5.1000000000000005,23
5,1.1,4.9,4.9,23
6,1.3,4.9,4.7,23
7,1.5,4.9,4.5,23
8,1.7000000000000002,4.9,4.3,23
9,1.9000000000000001,4.9,4.1000000000000005,23
10,2.1,4.9,3.9000000000000004,23
11,2.3000000000000003,4.9,3.7,23
12,2.5,4.9,3.5,23
13,2.7,4.9,3.3000000000000003,23
14,2.9000000000000004,4.9,3.3000000000000003,0
15,3.1,5.1000000000000005,3.3000000000000003,0
16,3.3000000000000003,5.300000000000001,3.3000000000000003,0
17,3.5,5.5,3.3000000000000003,0
18,3.7,5.7,3.3000000000000003,0
19,3.9000000000000004,5.9,3.3000000000000003,0
20,4.1000000000000005,6.1000000000000005,3.3000000000000003,0
21,4.3,6.300000000000001,3.3000000000000003,0
22,4.5,6.5,3.3000000000000003,0
23,4.7,6.7,3.3000000000000003,0
24,4.9,6.9,3.3000000000000003,0
25,5.1000000000000005,7.1000000000000005,3.3000000000000003,0
26,5.300000000000001,7.300000000000001,3.3000000000000003,0
27,5.5,7.5,3.3000000000000003,0
28,5.7,7.7,3.3000000000000003,0
29,5.9,7.9,3.3000000000000003,0
30,6.1000000000000005,8.1,3.3000000000000003,0
31,6.300000000000001,8.3,3.3000000000000003,0
32,6.5,8.5,3.3000000000000003,0
33,6.7,8.700000000000001,3.3000000000000003,0
34,6.9,8.9,3.3000000000000003,0
35,7.1000000000000005,9.1,3.3000000000000003,0
36,7.300000000000001,9.3,3.3000000000000003,0
37,7.5,9.5,3.3000000000000003,0
38,7.7,9.700000000000001,3.3000000000000003,0
39,7.9,9.9,3.3000000000000003,0
