obs_id,param,value
0,x0,-65.5
0,y0,25.0
0,vx,-0.9
0,vy,0.0

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,-13.0,5.1000000000000005
0,3,0.7000000000000001,-13.540000000000001,5.1000000000000005
0,6,1.3,-14.080000000000002,5.1000000000000005
0,9,1.9000000000000001,-14.62,5.1000000000000005
0,12,2.5,-15.16,5.1000000000000005
0,15,3.1,-15.700000000000001,5.1000000000000005
0,18,3.7,-16.240000000000002,5.1000000000000005
0,21,4.3,-16.78,5.1000000000000005
0,24,4.9,-17.32,5.1000000000000005
0,27,5.5,-17.86,5.1000000000000005
0,30,6.1000000000000005,-18.400000000000002,5.1000000000000005
0,33,6.7,-18.94,5.1000000000000005
0,36,7.300000000000001,-19.480000000000004,5.1000000000000005
0,39,7.9,-20.02,5.1000000000000005
