obs_id,param,value
0,x0,-29.5
0,y0,25.0
0,vx,-0.9
0,vy,0.0

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,-5.800000000000001,5.1000000000000005
0,3,0.7000000000000001,-6.340000000000001,5.1000000000000005
0,6,1.3,-6.88,5.1000000000000005
0,9,1.9000000000000001,-7.420000000000001,5.1000000000000005
0,12,2.5,-7.96,5.1000000000000005
0,15,3.1,-8.5,5.1000000000000005
0,18,3.7,-9.040000000000001,5.1000000000000005
0,21,4.3,-9.580000000000002,5.1000000000000005
0,24,4.9,-10.120000000000001,5.1000000000000005
0,27,5.5,-10.66,5.1000000000000005
0,30,6.1000000000000005,-11.200000000000001,5.1000000000000005
0,33,6.7,-11.740000000000002,5.1000000000000005
0,36,7.300000000000001,-12.280000000000001,5.1000000000000005
0,39,7.9,-12.82,5.1000000000000005
