obs_id,param,value
0,x0,-34.0
0,y0,25.0
0,vx,-0.9
0,vy,0.0

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,-6.7,5.1000000000000005
0,3,0.7000000000000001,-7.240000000000001,5.1000000000000005
0,6,1.3,-7.78,5.1000000000000005
0,9,1.9000000000000001,-8.32,5.1000000000000005
0,12,2.5,-8.86,5.1000000000000005
0,15,3.1,-9.4,5.1000000000000005
0,18,3.7,-9.940000000000001,5.1000000000000005
0,21,4.3,-10.480000000000002,5.1000000000000005
0,24,4.9,-11.020000000000001,5.1000000000000005
0,27,5.5,-11.56,5.1000000000000005
0,30,6.1000000000000005,-12.100000000000001,5.1000000000000005
0,33,6.7,-12.64,5.1000000000000005
0,36,7.300000000000001,-13.180000000000001,5.1000000000000005
0,39,7.9,-13.719999999999999,5.1000000000000005
