z_idx,time_s,x_m,y_m,yaw_bin
0,0.1,10.700000000000001,5.1000000000000005,0
1,0.30000000000000004,10.9,5.1000000000000005,0
2,0.5,11.100000000000001,5.1000000000000005,0
3,0.7000000000000001,11.3,5.1000000000000005,0
4,0.9,11.5,5.1000000000000005,0
5,1.1,11.700000000000001,5.1000000000000005,0
6,1.3,11.9,5.1000000000000005,0
7,1.5,12.100000000000001,5.1000000000000005,0
8,1.7000000000000002,12.3,5.1000000000000005,0
9,1.9000000000000001,12.5,5.1000000000000005,0
10,2.1,12.700000000000001,5.1000000000000005,0
11,2.3000000000000003,12.9,5.1000000000000005,0
12,2.5,13.100000000000001,5.1000000000000005,0
13,2.7,13.3,5.1000000000000005,0
14,2.9000000000000004,13.5,5.1000000000000005,0
15,3.1,13.700000000000001,5.1000000000000005,0
16,3.3000000000000003,13.9,5.1000000000000005,0
17,3.5,14.100000000000001,5.1000000000000005,0
18,3.7,14.3,5.1000000000000005,0
19,3.9000000000000004,14.5,5.1000000000000005,0
20,4.1000000000000005,14.700000000000001,5.1000000000000005,0
