obs_id,param,value
0,x0,35.0
0,y0,52.0
0,vx,0.0
0,vy,0.7
1,x0,45.0
1,y0,-2.0
1,vx,0.0
1,vy,-0.7

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,7.1000000000000005,10.5
0,3,0.7000000000000001,7.1000000000000005,10.920000000000002
0,6,1.3,7.1000000000000005,11.340000000000002
0,9,1.9000000000000001,7.1000000000000005,11.76
0,12,2.5,7.1000000000000005,12.18
0,15,3.1,7.1000000000000005,12.600000000000001
0,18,3.7,7.1000000000000005,13.02
0,21,4.3,7.1000000000000005,13.440000000000001
0,24,4.9,7.1000000000000005,13.86
0,27,5.5,7.1000000000000005,14.280000000000001
0,30,6.1000000000000005,7.1000000000000005,14.700000000000001
0,33,6.7,7.1000000000000005,15.12
0,36,7.300000000000001,7.1000000000000005,15.540000000000001
0,39,7.9,7.1000000000000005,15.96
1,0,0.1,9.1,-0.30000000000000004
1,3,0.7000000000000001,9.1,-0.72
1,6,1.3,9.1,-1.14
1,9,1.9000000000000001,9.1,-1.5600000000000003
1,12,2.5,9.1,-1.9799999999999998
1,15,3.1,9.1,-2.4000000000000004
1,18,3.7,9.1,-2.8200000000000003
1,21,4.3,9.1,-3.24
1,24,4.9,9.1,-3.6599999999999997
1,27,5.5,9.1,-4.08
1,30,6.1000000000000005,9.1,-4.5
1,33,6.7,9.1,-4.92
1,36,7.300000000000001,9.1,-5.34
1,39,7.9,9.1,-5.76
