obs_id,param,value
0,x0,35.0
0,y0,69.5
0,vx,0.0
0,vy,0.7
1,x0,45.0
1,y0,-19.5
1,vx,0.0
1,vy,-0.7

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,7.1000000000000005,14.0
0,3,0.7000000000000001,7.1000000000000005,14.42
0,6,1.3,7.1000000000000005,14.840000000000002
0,9,1.9000000000000001,7.1000000000000005,15.26
0,12,2.5,7.1000000000000005,15.680000000000001
0,15,3.1,7.1000000000000005,16.1
0,18,3.7,7.1000000000000005,16.52
0,21,4.3,7.1000000000000005,16.94
0,24,4.9,7.1000000000000005,17.36
0,27,5.5,7.1000000000000005,17.78
0,30,6.1000000000000005,7.1000000000000005,18.2
0,33,6.7,7.1000000000000005,18.62
0,36,7.300000000000001,7.1000000000000005,19.040000000000003
0,39,7.9,7.1000000000000005,19.46
1,0,0.1,9.1,-3.8000000000000003
1,3,0.7000000000000001,9.1,-4.220000000000001
1,6,1.3,9.1,-4.64
1,9,1.9000000000000001,9.1,-5.0600000000000005
1,12,2.5,9.1,-5.48
1,15,3.1,9.1,-5.9
1,18,3.7,9.1,-6.32
1,21,4.3,9.1,-6.740000000000001
1,24,4.9,9.1,-7.16
1,27,5.5,9.1,-7.58
1,30,6.1000000000000005,9.1,-8.0
1,33,6.7,9.1,-8.42
1,36,7.300000000000001,9.1,-8.840000000000002
1,39,7.9,9.1,-9.26
