obs_id,param,value
0,x0,29.0
0,y0,20.0
0,vx,0.8
0,vy,0.0

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,5.9,4.1000000000000005
0,3,0.7000000000000001,6.38,4.1000000000000005
0,6,1.3,6.859999999999999,4.1000000000000005
0,9,1.9000000000000001,7.340000000000001,4.1000000000000005
0,12,2.5,7.82,4.1000000000000005
0,15,3.1,8.3,4.1000000000000005
0,18,3.7,8.78,4.1000000000000005
0,21,4.3,9.26,4.1000000000000005
0,24,4.9,9.740000000000002,4.1000000000000005
0,27,5.5,10.22,4.1000000000000005
0,30,6.1000000000000005,10.700000000000001,4.1000000000000005
0,33,6.7,11.180000000000001,4.1000000000000005
0,36,7.300000000000001,11.66,4.1000000000000005
0,39,7.9,12.14,4.1000000000000005
