obs_id,param,value
0,x0,29.0
0,y0,44.0
0,vx,0.8
0,vy,0.8

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,5.9,8.9
0,3,0.7000000000000001,6.38,9.38
0,6,1.3,6.859999999999999,9.86
0,9,1.9000000000000001,7.340000000000001,10.340000000000002
0,12,2.5,7.82,10.82
0,15,3.1,8.3,11.3
0,18,3.7,8.78,11.780000000000001
0,21,4.3,9.26,12.26
0,24,4.9,9.740000000000002,12.740000000000002
0,27,5.5,10.22,13.219999999999999
0,30,6.1000000000000005,10.700000000000001,13.700000000000001
0,33,6.7,11.180000000000001,14.180000000000001
0,36,7.300000000000001,11.66,14.66
0,39,7.9,12.14,15.14
